 ,523014
說,36059
LEXUS,32340
好,24652
買,24084
？,23771
真的,21702
！,21675
應該,21462
萬,20230
比較,19891
到,19090
去,18695
人,16771
車,16675
後,16368
開,16327
問題,16064
原廠,15649
想,14394
也是,13628
一下,13528
....,13314
引擎,12619
車子,11851
小弟,11111
現在,11091
再,11050
時,10722
車主,10554
版,10473
感覺,10425
L,10338
年,10179
一個,10158
台灣,10142
IS,10130
話,9909
：,8938
一台,8872
系統,8678
已經,8641
保養,8547
看到,8448
F,8440
TOYOTA,8098
請,8006
GS,7908
油,7873
請問,7820
業務,7813
RX,7704
月,7605
知道,7506
謝謝,7486
油耗,7451
一點,7439
價格,7245
B,7216
空間,7125
的是,7094
目前,7083
不知道,7034
電車,6910
啊,6796
不錯,6612
建議,6505
ES,6494
配備,6481
SPORT,6413
賣,6304
這種,6294
10,6281
HTTP,6260
跑,6256
BMW,6239
喔,6165
做,6149
小,6112
之前,5989
煞車,5887
差,5822
.....,5797
一定,5742
的車,5664
IS250,5664
錢,5649
只,5556
前,5487
考慮,5454
看看,5440
以上,5421
CT200H,5312
使用,5283
品牌,5233
駕駛,5206
時間,5199
安全,5097
日本,5080
找,5040
動力,5035
不用,4995
COM,4980
有人,4935
電池,4933
公里,4905
喜歡,4855
設計,4651
後座,4649
分享,4616
東西,4563
中,4438
參考,4432
感謝,4361
直接,4334
一些,4330
下,4324
便宜,4307
美國,4299
是否,4258
只能,4239
約,4213
選擇,4205
汽車,4204
操控,4190
交車,4186
希望,4152
一次,4145
T,4135
太,4133
朋友,4131
這是,4121
最,4081
WWW,4080
樓主,4068
需要,4008
油門,3993
豪華,3988
......,3980
車廠,3939
馬力,3924
左右,3905
零件,3870
100,3859
不到,3853
底盤,3832
聽,3798
20,3796
車款,3794
新車,3780
服務,3779
業代,3754
CAMRY,3751
維修,3705
開車,3697
實在,3686
完全,3675
牌,3663
CT,3661
之後,3655
機油,3579
換,3537
進口,3525
最後,3482
行車,3427
真是,3415
發現,3373
認為,3362
加速,3361
功能,3345
油電,3338
提供,3331
今天,3330
無法,3323
處理,3313
高級,3312
踩,3301
內裝,3286
舒適,3275
先,3254
IS300H,3226
省油,3225
NX,3196
本來,3191
THE,3184
自動,3179
討論,3158
折,3151
頂級,3133
度,3121
性能,3120
輪胎,3112
車輛,3111
市區,3097
狀況,3079
公司,3070
高速,3057
貴,3055
台,3053
系列,3046
貼,3004
都會,2997
選,2976
S,2962
保固,2961
聲音,2957
雙,2947
測試,2946
變速,2943
不知,2937
更換,2929
這台,2902
恭喜,2880
HYBRID,2877
低,2862
卻,2851
不好,2850
車的,2817
方向盤,2813
太多,2813
廠,2802
ES300H,2801
現金,2785
KM,2769
設定,2766
PRIUS,2743
改款,2734
經驗,2726
價錢,2709
音響,2708
泰,2705
根本,2685
一堆,2683
發生,2682
掉,2662
超過,2641
12,2637
檔,2626
部分,2626
RX450H,2623
買車,2615
方式,2614
地方,2607
導航,2602
實際,2599
是不是,2588
模式,2570
市場,2564
RX350,2541
一年,2531
品質,2526
VOLVO,2522
相信,2520
也可,2506
來的,2503
PM,2498
性,2498
等級,2497
至少,2497
好車,2496
資訊,2483
器,2473
資料,2465
花,2465
GS450H,2445
當初,2442
AUDI,2436
30,2431
算,2421
量,2406
以前,2399
汽油,2399
車身,2383
隔熱,2382
明顯,2376
正常,2373
秒,2367
LFA,2363
事,2350
改,2349
影響,2348
箱,2346
BENZ,2343
以後,2342
歐洲,2341
照片,2336
差異,2333
C,2331
V,2312
出現,2309
銷售,2302
原因,2301
感,2296
高速公路,2293
車型,2280
遇到,2276
柴油,2271
二手,2270
已,2254
消費者,2248
很大,2246
這台車,2244
電腦,2244
妥善,2231
數據,2227
少,2218
15,2210
網路,2208
重點,2204
特別,2204
排氣,2200
還要,2198
200,2193
麻煩,2192
要買,2180
版本,2170
耶,2167
開過,2142
折價,2130
售價,2124
情況,2120
吃,2115
率,2113
質感,2112
送,2100
外型,2093
里程,2092
加,2071
路上,2071
外面,2064
H,2063
顯示,2059
01,2054
渦輪,2051
還好,2050
影片,2039
似乎,2038
座,2032
40,2031
平均,2031
車系,2027
以下,2025
注意,2024
燈,2022
原本,2020
P,2019
元,2007
報價,2004
	,1996
行駛,1995
回,1992
車友,1991
賓士,1988
最好,1987
算是,1985
LS,1981
一部,1980
表現,1979
不夠,1974
螢幕,1966
以為,1963
懸吊,1962
台北,1954
豐田,1953
350,1940
上面,1937
調整,1936
尤其,1926
賺,1921
不一樣,1919
推薦,1917
相當,1914
間,1907
文章,1906
OK,1905
紀錄,1902
座椅,1895
啟動,1892
18,1883
裡面,1882
寫,1874
技術,1873
習慣,1872
容易,1866
稅金,1862
外觀,1860
接受,1852
控制,1852
點,1851
2.0,1851
11,1847
關係,1846
坐,1837
同樣,1834
看過,1831
AND,1828
記得,1828
速度,1828
當時,1822
價,1813
需求,1810
兩個,1809
造成,1809
真,1798
入手,1794
主要,1791
所有,1788
整個,1788
停,1787
兩,1786
改裝,1778
好看,1777
後面,1776
車價,1771
安裝,1770
菜單,1769
許多,1769
那就,1764
就要,1756
價位,1756
款,1750
檢查,1746
簡單,1744
老婆,1740
50,1738
沒錯,1738
決定,1734
要求,1723
一起,1719
吋,1719
反應,1712
不想,1704
這次,1698
最大,1697
省,1695
車頭,1693
再來,1686
折扣,1681
ES350,1681
保養廠,1679
TW,1678
XD,1676
請教,1675
式,1673
扭力,1672
RX270,1669
冷氣,1669
年式,1664
文,1662
PO,1658
電子,1653
確實,1652
產品,1651
OR,1638
60,1629
國產車,1629
GS350,1620
了解,1620
顏色,1617
中古車,1612
天窗,1611
17,1607
小孩,1606
；,1605
費用,1595
前面,1594
技師,1593
加油,1592
300H,1591
網友,1589
回來,1582
250,1581
上市,1578
450H,1578
值,1578
修,1573
98,1570
解決,1565
撞,1564
原來,1560
期待,1558
反正,1557
M,1556
國外,1553
I,1551
外,1547
環保,1544
代表,1540
車商,1538
16,1536
讚,1536
電動,1535
轉速,1532
擔心,1530
IS200T,1519
TO,1518
異音,1518
增加,1517
相同,1516
確定,1514
清楚,1512
LED,1511
撞擊,1508
今年,1507
車種,1505
旗艦,1505
購買,1502
預算,1502
標準,1501
效果,1500
方面,1497
換車,1497
走,1495
安靜,1492
搞,1492
重要,1486
200T,1482
分,1475
考量,1471
完,1467
氣囊,1466
入門,1464
馬達,1463
適合,1461
類似,1459
黑色,1458
聽說,1458
停車,1458
事情,1456
價值,1456
定位,1452
變成,1452
能力,1452
滿意,1451
繼續,1451
輸出,1445
發表,1443
時速,1439
.......,1435
紙,1427
E,1420
介紹,1411
型,1408
行李箱,1407
準備,1407
烤漆,1405
可惜,1404
給我,1402
下來,1402
剎車,1402
墊,1397
X,1397
沒什麼,1395
房車,1392
主,1391
老闆,1391
壞,1390
聲,1388
沒辦法,1388
同級,1383
日,1382
拍,1381
避震器,1377
意見,1376
山,1375
白色,1370
部份,1364
CAR,1363
下去,1356
相對,1355
德國,1355
我家,1354
GS300,1350
IN,1348
規格,1348
提到,1347
通常,1342
那種,1339
非,1337
店家,1330
CLASS,1330
缺點,1329
版主,1328
問,1325
車體,1324
選配,1324
公升,1323
事實,1321
雨刷,1321
試駕,1316
安全性,1315
更好,1309
起步,1307
興趣,1306
PS,1305
去年,1299
還可以,1296
每次,1291
一代,1289
開到,1288
13,1288
還沒,1287
還在,1285
科技,1282
合歡,1281
V6,1280
主峰,1273
更多,1272
RX200T,1270
砲,1267
300,1266
感受,1266
運動,1265
不懂,1264
談,1254
馬,1254
對方,1251
廣告,1251
意思,1248
加裝,1247
跑車,1246
成本,1244
不就,1243
越,1243
不可能,1243
車是,1241
也許,1239
擁有,1239
說明,1238
SUV,1236
超,1232
第一次,1232
有錢,1231
裝,1230
板,1229
家人,1220
主動,1219
年前,1216
合理,1216
山路,1216
回覆,1215
14,1215
家裡,1212
真正,1212
引進,1210
過去,1209
方便,1208
漂亮,1206
優惠,1203
值得,1203
過了,1200
車道,1199
穩定,1198
幫忙,1197
國產,1197
大大的,1194
ES200,1194
倒車,1189
試,1188
輪,1185
專業,1185
跟車,1184
則是,1183
速,1182
自然,1181
所謂,1180
X5,1179
位置,1177
車上,1174
免費,1173
記錄,1171
一種,1168
順便,1167
頭燈,1167
告訴,1165
差別,1165
不需要,1162
相關,1160
看車,1159
故障,1157
CT200,1157
貸款,1152
我會,1151
100KM,1151
隔音,1151
自備,1143
第一,1142
工作,1140
硬,1137
熄火,1135
回原廠,1130
搭配,1125
數,1124
那是,1122
加入,1120
保險公司,1119
只會,1118
D,1118
整體,1115
前輩,1115
全部,1114
放,1112
訂,1112
錯,1108
展示,1105
未來,1104
機會,1103
手,1102
試車,1102
代步,1101
險,1100
圖,1100
胎,1098
針對,1094
熱血,1093
玻璃,1089
大哥,1088
CPO,1087
同一,1086
年輕,1080
開箱,1080
全車,1076
找到,1075
角度,1074
ACC,1074
剛剛,1073
態度,1073
慢慢,1073
VS,1072
2013,1072
成,1072
回去,1071
副,1071
級,1071
樓上,1070
距離,1070
愛,1068
他說,1067
講,1066
HTML,1062
MARK,1061
心得,1061
得到,1061
年底,1059
2011,1058
2.5,1058
發動,1057
PHP,1057
表示,1057
推,1057
難,1054
CC,1054
昨天,1053
總,1051
不敢,1050
NX200T,1049
生產,1048
好奇,1047
中的,1045
GS300H,1043
新聞,1043
導致,1042
重,1042
台中,1042
百萬,1039
沒人,1038
70,1034
隨便,1034
中間,1034
OF,1034
有機,1032
2012,1032
全新,1030
內容,1029
充電,1027
車內,1026
詢問,1024
這點,1021
價差,1021
營業,1020
輔助,1020
80,1019
歲,1017
好好,1015
轉向,1015
維持,1015
3.5,1014
還會,1013
MOBILE01,1013
說法,1013
嚴重,1013
洗車,1012
全,1011
新款,1010
像是,1008
⋯,1007
程度,1007
條件,1005
120,1004
2010,1004
車都,1003
更新,1002
推出,1002
99,1001
手冊,1000
造型,999
NAVI,997
妳,995
廠商,994
接近,991
些,988
拉,988
世界,986
可否,985
超跑,984
提升,982
印象,980
R,979
不行,979
又是,978
有時,978
路,976
購車,975
告知,975
殺,975
RAV4,974
YOUTUBE,971
開啟,971
網站,970
最高,970
年份,965
水準,964
升級,964
黑,962
歡迎,962
蓋,960
正,959
奇怪,959
玩,957
肯定,954
在意,954
回答,954
．,952
享受,950
ALTIS,950
沒事,949
打算,949
證明,947
大部分,946
匹,945
操作,945
客戶,944
稍微,944
研究,942
149,941
辦法,941
對手,940
下次,939
還蠻,939
水箱,939
兩台,937
願意,936
NEW,933
不喜,932
95,931
GS250,931
不多,930
私訊,930
想法,930
代,929
這位,929
........,929
IS200,929
切換,928
19,926
車門,924
次,918
誇張,918
呵呵,917
反,915
歐系,912
每個,911
道,911
笑,910
不足,909
低調,909
方向,909
保桿,909
CP,907
廠牌,907
能夠,906
亂,905
不出,905
小時,904
回廠,903
拆,902
家,900
牽,899
INFINITI,897
貨物稅,897
下訂,896
儀表板,896
主機,895
半年,895
M3,895
力,894
換新,894
喇叭,894
買到,893
明年,891
訂車,891
爬,891
自排,891
